x_glider,y_glider
-3.102002859115600586e+00,-8.493064045906066895e-01
-3.077163457870483398e+00,-8.179535269737243652e-01
-3.052324056625366211e+00,-7.866006493568420410e-01
-3.027484655380249023e+00,-7.552477717399597168e-01
-3.002645254135131836e+00,-7.238948941230773926e-01
-2.977805852890014648e+00,-6.925420165061950684e-01
-2.952966451644897461e+00,-6.611891388893127441e-01
-2.928127050399780273e+00,-6.298362612724304199e-01
-2.903287649154663086e+00,-5.984833836555480957e-01
-2.878448247909545898e+00,-5.671305060386657715e-01
-2.853608846664428711e+00,-5.357776284217834473e-01
-2.828769445419311523e+00,-5.044247508049011230e-01
-2.803930044174194336e+00,-4.730718731880187988e-01
-2.779090642929077148e+00,-4.417189955711364746e-01
-2.754251241683959961e+00,-4.103661179542541504e-01
-2.729411840438842773e+00,-3.790132403373718262e-01
-2.704572439193725586e+00,-3.476603627204895020e-01
-2.679733037948608398e+00,-3.163074851036071777e-01
-2.654893636703491211e+00,-2.849546074867248535e-01
-2.630054235458374023e+00,-2.536017298698425293e-01
-2.605214834213256836e+00,-2.222488522529602051e-01
-2.580375432968139648e+00,-1.908959746360778809e-01
-2.555536031723022461e+00,-1.595430970191955566e-01
-2.530696630477905273e+00,-1.281902194023132324e-01
-2.505857229232788086e+00,-9.683734178543090820e-02
-2.481017827987670898e+00,-6.548446416854858398e-02
-2.456178426742553711e+00,-3.413158282637596130e-02
-2.431339025497436523e+00,-2.778701484203338623e-03
-2.406499624252319336e+00,2.857417985796928406e-02
-2.381660223007202148e+00,5.992706120014190674e-02
-2.356820821762084961e+00,9.127993881702423096e-02
-2.331981420516967773e+00,1.226328164339065552e-01
-2.307142019271850586e+00,1.539856940507888794e-01
-2.282302618026733398e+00,1.853385716676712036e-01
-2.257463216781616211e+00,2.166914492845535278e-01
-2.232623815536499023e+00,2.480443269014358521e-01
-2.207784414291381836e+00,2.793972194194793701e-01
-2.182945013046264648e+00,3.107500970363616943e-01
-2.158105611801147461e+00,3.421029746532440186e-01
-2.133266210556030273e+00,3.734558522701263428e-01
-2.108426809310913086e+00,4.048087298870086670e-01
-2.083587408065795898e+00,4.361616075038909912e-01
-2.058748006820678711e+00,4.675144851207733154e-01
-2.033908605575561523e+00,4.988673627376556396e-01
-2.009069204330444336e+00,5.302202701568603516e-01
-1.984229803085327148e+00,5.615731477737426758e-01
-1.959390401840209961e+00,5.929260253906250000e-01
-1.934551000595092773e+00,6.242789030075073242e-01
-1.909711599349975586e+00,6.556317806243896484e-01
-1.884872198104858398e+00,6.869846582412719727e-01
-1.860032796859741211e+00,7.183375358581542969e-01
-1.835193395614624023e+00,7.496904134750366211e-01
-1.810353994369506836e+00,7.810432910919189453e-01
-1.785514593124389648e+00,8.123961687088012695e-01
-1.760675191879272461e+00,8.437490463256835938e-01
-1.735835790634155273e+00,8.751019239425659180e-01
-1.710996389389038086e+00,9.064548015594482422e-01
-1.686156988143920898e+00,9.378076791763305664e-01
-1.661317586898803711e+00,9.691605567932128906e-01
-1.636478185653686523e+00,1.000513434410095215e+00
-1.611638784408569336e+00,1.031866312026977539e+00
-1.586799383163452148e+00,1.063219189643859863e+00
-1.561959981918334961e+00,1.094572067260742188e+00
-1.537120580673217773e+00,1.125924944877624512e+00
-1.512281179428100586e+00,1.157277822494506836e+00
-1.487441778182983398e+00,1.188630700111389160e+00
-1.462602376937866211e+00,1.219983577728271484e+00
-1.437762975692749023e+00,1.251336455345153809e+00
-1.412923574447631836e+00,1.282689332962036133e+00
-1.388084173202514648e+00,1.314042210578918457e+00
-1.363244771957397461e+00,1.345395088195800781e+00
-1.338405370712280273e+00,1.376747965812683105e+00
-1.313565969467163086e+00,1.408100843429565430e+00
-1.288726568222045898e+00,1.439453721046447754e+00
-1.263887166976928711e+00,1.470806598663330078e+00
-1.239047765731811523e+00,1.502159476280212402e+00
-1.214208364486694336e+00,1.533512353897094727e+00
-1.189368963241577148e+00,1.564865231513977051e+00
-1.164529561996459961e+00,1.596218109130859375e+00
-1.139690160751342773e+00,1.627570986747741699e+00
-1.114850759506225586e+00,1.658923864364624023e+00
-1.090011358261108398e+00,1.690276741981506348e+00
-1.065171957015991211e+00,1.721629619598388672e+00
-1.040332555770874023e+00,1.752982497215270996e+00
-1.015493154525756836e+00,1.784335374832153320e+00
-9.906537532806396484e-01,1.815688252449035645e+00
-9.658143520355224609e-01,1.847041130065917969e+00
