x_glider,y_glider
-3.142356872558593750e-01,2.754872798919677734e+00
-3.342852592468261719e-01,2.789485216140747070e+00
-3.543348312377929688e-01,2.824097633361816406e+00
-3.743844032287597656e-01,2.858710050582885742e+00
-3.944339752197265625e-01,2.893322467803955078e+00
-4.144835472106933594e-01,2.927934885025024414e+00
-4.345331192016601562e-01,2.962547302246093750e+00
-4.545826911926269531e-01,2.997159719467163086e+00
-4.746322631835937500e-01,3.031772136688232422e+00
-4.946818351745605469e-01,3.066384553909301758e+00
-5.147314071655273438e-01,3.100996971130371094e+00
-5.347809791564941406e-01,3.135609388351440430e+00
-5.548305511474609375e-01,3.170221805572509766e+00
-5.748801231384277344e-01,3.204834222793579102e+00
-5.949296951293945312e-01,3.239446640014648438e+00
-6.149792671203613281e-01,3.274059057235717773e+00
-6.350288391113281250e-01,3.308671474456787109e+00
-6.550784111022949219e-01,3.343283891677856445e+00
-6.751279830932617188e-01,3.377896308898925781e+00
-6.951775550842285156e-01,3.412508726119995117e+00
-7.152271270751953125e-01,3.447121143341064453e+00
-7.352766990661621094e-01,3.481733560562133789e+00
-7.553262710571289062e-01,3.516345977783203125e+00
-7.753758430480957031e-01,3.550958395004272461e+00
-7.954254150390625000e-01,3.585570812225341797e+00
-8.154749870300292969e-01,3.620183229446411133e+00
-8.355245590209960938e-01,3.654795646667480469e+00
-8.555741310119628906e-01,3.689408063888549805e+00
-8.756237030029296875e-01,3.724020481109619141e+00
-8.956732749938964844e-01,3.758632898330688477e+00
-9.157228469848632812e-01,3.793245315551757812e+00
-9.357724189758300781e-01,3.827857732772827148e+00
-9.558219909667968750e-01,3.862470149993896484e+00
-9.758715629577636719e-01,3.897082567214965820e+00
-9.959211349487304688e-01,3.931694984436035156e+00
-1.015970706939697266e+00,3.966307401657104492e+00
-1.036020278930664062e+00,4.000919818878173828e+00
-1.056069850921630859e+00,4.035531997680664062e+00
-1.076119422912597656e+00,4.070144176483154297e+00
-1.096168994903564453e+00,4.104756355285644531e+00
-1.116218566894531250e+00,4.139368534088134766e+00
-1.136268138885498047e+00,4.173980712890625000e+00
-1.156317710876464844e+00,4.208592891693115234e+00
-1.176367282867431641e+00,4.243205070495605469e+00
-1.196416854858398438e+00,4.277817249298095703e+00
-1.216466426849365234e+00,4.312429428100585938e+00
-1.236515998840332031e+00,4.347041606903076172e+00
-1.256565570831298828e+00,4.381653785705566406e+00
-1.276615142822265625e+00,4.416265964508056641e+00
-1.296664714813232422e+00,4.450878143310546875e+00
-1.316714286804199219e+00,4.485490322113037109e+00
-1.336763858795166016e+00,4.520102500915527344e+00
-1.356813430786132812e+00,4.554714679718017578e+00
-1.376863002777099609e+00,4.589326858520507812e+00
-1.396912574768066406e+00,4.623939037322998047e+00
-1.416962146759033203e+00,4.658551216125488281e+00
-1.437011718750000000e+00,4.693163394927978516e+00
-1.457061290740966797e+00,4.727775573730468750e+00
