x_glider,y_glider
-3.060340404510498047e+00,-3.431828975677490234e+00
-3.099702835083007812e+00,-3.438942909240722656e+00
-3.139065265655517578e+00,-3.446056842803955078e+00
-3.178427696228027344e+00,-3.453170776367187500e+00
-3.217790126800537109e+00,-3.460284709930419922e+00
-3.257152557373046875e+00,-3.467398643493652344e+00
-3.296514987945556641e+00,-3.474512577056884766e+00
-3.335877418518066406e+00,-3.481626510620117188e+00
-3.375239849090576172e+00,-3.488740444183349609e+00
-3.414602279663085938e+00,-3.495854377746582031e+00
-3.453964710235595703e+00,-3.502968311309814453e+00
-3.493327140808105469e+00,-3.510082244873046875e+00
-3.532689571380615234e+00,-3.517196178436279297e+00
-3.572052001953125000e+00,-3.524310111999511719e+00
-3.611414432525634766e+00,-3.531424045562744141e+00
-3.650776863098144531e+00,-3.538537979125976562e+00
-3.690139293670654297e+00,-3.545651912689208984e+00
-3.729501724243164062e+00,-3.552765846252441406e+00
-3.768864154815673828e+00,-3.559879779815673828e+00
-3.808226585388183594e+00,-3.566993713378906250e+00
-3.847589015960693359e+00,-3.574107646942138672e+00
-3.886951446533203125e+00,-3.581221580505371094e+00
-3.926313877105712891e+00,-3.588335514068603516e+00
-3.965676307678222656e+00,-3.595449447631835938e+00
-4.005038738250732422e+00,-3.602563381195068359e+00
-4.044401168823242188e+00,-3.609677314758300781e+00
-4.083763599395751953e+00,-3.616791248321533203e+00
-4.123126029968261719e+00,-3.623905181884765625e+00
-4.162488460540771484e+00,-3.631019115447998047e+00
-4.201850891113281250e+00,-3.638133049011230469e+00
-4.241213321685791016e+00,-3.645246982574462891e+00
-4.280575752258300781e+00,-3.652360916137695312e+00
-4.319938182830810547e+00,-3.659474849700927734e+00
-4.359300613403320312e+00,-3.666588783264160156e+00
-4.398663043975830078e+00,-3.673702716827392578e+00
-4.438025474548339844e+00,-3.680816650390625000e+00
-4.477387905120849609e+00,-3.687930583953857422e+00
-4.516750335693359375e+00,-3.695044517517089844e+00
-4.556112766265869141e+00,-3.702158451080322266e+00
-4.595475196838378906e+00,-3.709272384643554688e+00
-4.634837627410888672e+00,-3.716386318206787109e+00
-4.674200057983398438e+00,-3.723500251770019531e+00
-4.713562488555908203e+00,-3.730614185333251953e+00
-4.752924919128417969e+00,-3.737728118896484375e+00
-4.792287349700927734e+00,-3.744842052459716797e+00
-4.831649780273437500e+00,-3.751955986022949219e+00
-4.871012210845947266e+00,-3.759069919586181641e+00
-4.910374641418457031e+00,-3.766183853149414062e+00
-4.949737071990966797e+00,-3.773297786712646484e+00
-4.989099502563476562e+00,-3.780411720275878906e+00
-5.028461933135986328e+00,-3.787525653839111328e+00
-5.067824363708496094e+00,-3.794639587402343750e+00
-5.107186794281005859e+00,-3.801753520965576172e+00
-5.146549224853515625e+00,-3.808867454528808594e+00
-5.185911655426025391e+00,-3.815981388092041016e+00
-5.225274085998535156e+00,-3.823095321655273438e+00
-5.264636516571044922e+00,-3.830209255218505859e+00
-5.303998947143554688e+00,-3.837323188781738281e+00
-5.343361377716064453e+00,-3.844437122344970703e+00
-5.382723808288574219e+00,-3.851551055908203125e+00
-5.422086238861083984e+00,-3.858664989471435547e+00
-5.461448669433593750e+00,-3.865778923034667969e+00
-5.500811100006103516e+00,-3.872892856597900391e+00
-5.540173530578613281e+00,-3.880006790161132812e+00
-5.579535961151123047e+00,-3.887120723724365234e+00
-5.618898391723632812e+00,-3.894234657287597656e+00
-5.658260822296142578e+00,-3.901348590850830078e+00
-5.697623252868652344e+00,-3.908462524414062500e+00
-5.736985683441162109e+00,-3.915576457977294922e+00
-5.776348114013671875e+00,-3.922690391540527344e+00
-5.815710544586181641e+00,-3.929804325103759766e+00
-5.855072975158691406e+00,-3.936918258666992188e+00
-5.894435405731201172e+00,-3.944032192230224609e+00
-5.933797836303710938e+00,-3.951146125793457031e+00
-5.973160266876220703e+00,-3.958260059356689453e+00
-6.012522697448730469e+00,-3.965373992919921875e+00
-6.051885128021240234e+00,-3.972487926483154297e+00
-6.091247558593750000e+00,-3.979601860046386719e+00
-6.130609989166259766e+00,-3.986715793609619141e+00
-6.169972419738769531e+00,-3.993829727172851562e+00
-6.209334850311279297e+00,-4.000943660736083984e+00
-6.248697280883789062e+00,-4.008057594299316406e+00
-6.288059711456298828e+00,-4.015171527862548828e+00
-6.327422142028808594e+00,-4.022285461425781250e+00
-6.366784572601318359e+00,-4.029399394989013672e+00
-6.406147003173828125e+00,-4.036513328552246094e+00
-6.445509433746337891e+00,-4.043627262115478516e+00
-6.484871864318847656e+00,-4.050741195678710938e+00
-6.524234294891357422e+00,-4.057855129241943359e+00
-6.563596725463867188e+00,-4.064969062805175781e+00
-6.602959156036376953e+00,-4.072082996368408203e+00
-6.642321586608886719e+00,-4.079196929931640625e+00
-6.681684017181396484e+00,-4.086310863494873047e+00
-6.721046447753906250e+00,-4.093424797058105469e+00
-6.760408878326416016e+00,-4.100538730621337891e+00
-6.799771308898925781e+00,-4.107652664184570312e+00
-6.839133739471435547e+00,-4.114766597747802734e+00
-6.878496170043945312e+00,-4.121880531311035156e+00
-6.917858600616455078e+00,-4.128994464874267578e+00
-6.957221031188964844e+00,-4.136108398437500000e+00
-6.996583461761474609e+00,-4.143222332000732422e+00
-7.035945892333984375e+00,-4.150336265563964844e+00
-7.075308322906494141e+00,-4.157450199127197266e+00
-7.114670753479003906e+00,-4.164564132690429688e+00
-7.154033184051513672e+00,-4.171678066253662109e+00
-7.193395614624023438e+00,-4.178791999816894531e+00
-7.232758045196533203e+00,-4.185905933380126953e+00
-7.272120475769042969e+00,-4.193019866943359375e+00
-7.311482906341552734e+00,-4.200133800506591797e+00
-7.350845336914062500e+00,-4.207247734069824219e+00
-7.390207767486572266e+00,-4.214361667633056641e+00
-7.429570198059082031e+00,-4.221475601196289062e+00
-7.468932628631591797e+00,-4.228589534759521484e+00
-7.508295059204101562e+00,-4.235703468322753906e+00
-7.547657489776611328e+00,-4.242817401885986328e+00
-7.587019920349121094e+00,-4.249931335449218750e+00
-7.626382350921630859e+00,-4.257045269012451172e+00
-7.665744781494140625e+00,-4.264159202575683594e+00
-7.705107212066650391e+00,-4.271273136138916016e+00
-7.744469642639160156e+00,-4.278387069702148438e+00
-7.783832073211669922e+00,-4.285501003265380859e+00
-7.823194503784179688e+00,-4.292614936828613281e+00
-7.862556934356689453e+00,-4.299728870391845703e+00
-7.901919364929199219e+00,-4.306842803955078125e+00
-7.941281795501708984e+00,-4.313956737518310547e+00
-7.980644226074218750e+00,-4.321070671081542969e+00
-8.020006179809570312e+00,-4.328184604644775391e+00
-8.059368133544921875e+00,-4.335298538208007812e+00
-8.098730087280273438e+00,-4.342412471771240234e+00
-8.138092041015625000e+00,-4.349526405334472656e+00
-8.177453994750976562e+00,-4.356640338897705078e+00
-8.216815948486328125e+00,-4.363754272460937500e+00
-8.256177902221679688e+00,-4.370868206024169922e+00
-8.295539855957031250e+00,-4.377982139587402344e+00
-8.334901809692382812e+00,-4.385096073150634766e+00
-8.374263763427734375e+00,-4.392210006713867188e+00
-8.413625717163085938e+00,-4.399323940277099609e+00
-8.452987670898437500e+00,-4.406437873840332031e+00
-8.492349624633789062e+00,-4.413551807403564453e+00
-8.531711578369140625e+00,-4.420665740966796875e+00
-8.571073532104492188e+00,-4.427779674530029297e+00
-8.610435485839843750e+00,-4.434893608093261719e+00
-8.649797439575195312e+00,-4.442007541656494141e+00
-8.689159393310546875e+00,-4.449121475219726562e+00
-8.728521347045898438e+00,-4.456235408782958984e+00
-8.767883300781250000e+00,-4.463349342346191406e+00
-8.807245254516601562e+00,-4.470463275909423828e+00
-8.846607208251953125e+00,-4.477577209472656250e+00
-8.885969161987304688e+00,-4.484691143035888672e+00
-8.925331115722656250e+00,-4.491805076599121094e+00
-8.964693069458007812e+00,-4.498919010162353516e+00
-9.004055023193359375e+00,-4.506032943725585938e+00
-9.043416976928710938e+00,-4.513146877288818359e+00
-9.082778930664062500e+00,-4.520260810852050781e+00
-9.122140884399414062e+00,-4.527374744415283203e+00
-9.161502838134765625e+00,-4.534488677978515625e+00
-9.200864791870117188e+00,-4.541602611541748047e+00
-9.240226745605468750e+00,-4.548716545104980469e+00
