reward
-3.459082531742751598e+00
-3.505669689923525123e+00
-3.552560102567076772e+00
-3.599615440517663689e+00
-3.646751056984066874e+00
-3.693914350867271601e+00
-3.741073299385607065e+00
-3.788208540529012680e+00
-3.835308110900223166e+00
-3.882364180497825501e+00
-3.929371984675526619e+00
-3.976328756846487344e+00
-4.023231709748506191e+00
-4.070078995451330783e+00
-4.116869766451418222e+00
-4.163602224737405599e+00
-4.210276269726455745e+00
-4.256888975389301777e+00
-4.303441209532320677e+00
-4.349930533580481651e+00
-4.396356886997819124e+00
-4.442718786746263859e+00
-4.489015228301287408e+00
-4.535245210304855945e+00
-4.581408206932246152e+00
-4.627503221854567528e+00
-4.673528776876628044e+00
-4.719483884982764721e+00
-4.765368024073540987e+00
-4.811180680245160879e+00
-4.856920391134917914e+00
-4.902586174197494984e+00
-4.948177514411509215e+00
-4.993693912774324950e+00
-5.039133434370160813e+00
-5.084496054798364639e+00
-5.129780803434550229e+00
-5.174987172707915306e+00
-5.220113724283874213e+00
-5.265159962885081590e+00
-5.310125395469367682e+00
-5.355008584260940729e+00
-5.399809989333152593e+00
-5.444528180360793890e+00
-5.489162190444767830e+00
-5.533711537718772888e+00
-5.578175743669271824e+00
-5.622553846612572848e+00
-5.666844902560114861e+00
-5.711049378663300757e+00
-5.755165853537619114e+00
-5.799193367734551963e+00
-5.843131935782730935e+00
-5.886980125121771934e+00
-5.930738421157002449e+00
-5.974405877850950120e+00
-6.017981555685401496e+00
-6.061464980989694773e+00
-6.104855687171220957e+00
-6.148153688758611679e+00
-6.191358045488596140e+00
-6.234467813745141029e+00
-6.277483013644814314e+00
-6.320403176546096624e+00
-6.363227371126413345e+00
-6.405955610051750959e+00
-6.448587434366345406e+00
-6.491120959445833449e+00
-6.533558581769466578e+00
-6.575897942110896288e+00
-6.618138581141829846e+00
-6.660280523076653303e+00
-6.702323786169290365e+00
-6.744267914444208145e+00
-6.786111504584551035e+00
-6.827855534851551056e+00
-6.869498597085476277e+00
-6.911041188985109329e+00
-6.952482386305928408e+00
-6.993822213634848239e+00
-7.035060694068670628e+00
-7.076197863370179419e+00
-7.117231357842683792e+00
-7.158163591846824048e+00
-7.198992683365941225e+00
-7.239719137921929004e+00
-7.280342513695359230e+00
-7.320862359181046664e+00
-7.361278229579329313e+00
-7.401591579988598291e+00
-7.441801023110747870e+00
-7.481905626505613860e+00
-7.521906855702400030e+00
-7.561803789064288850e+00
-7.601596459746360779e+00
-7.641284904256463228e+00
-7.680868674442172583e+00
-7.720347807556390940e+00
-7.759722813963890076e+00
-7.798992773517966270e+00
-7.838158679381012739e+00
-7.877220084890723228e+00
-7.916176554188131931e+00
-7.955028597265481949e+00
-7.993776257708669064e+00
-8.032418132200838556e+00
-8.070957605540751700e+00
-8.109391852840781567e+00
-8.147720908373594639e+00
-8.185946727544068935e+00
-8.224068389087914710e+00
-8.262085937708617323e+00
-8.300000365450978634e+00
-8.337809807434679144e+00
-8.375517170503735898e+00
-8.413120585307478194e+00
-8.450621053203940747e+00
-8.488018615543841960e+00
-8.525313317775726318e+00
-8.562506161630153656e+00
-8.599596239253877172e+00
-8.636585507541894913e+00
-8.673472107201813941e+00
-8.710257999598979950e+00
-8.746943233162165043e+00
-8.783527863770723698e+00
-8.820010993257165310e+00
-8.856394589692353492e+00
-8.892678711563348770e+00
-8.928863422945141792e+00
-8.964949744567276113e+00
-9.000937750563025475e+00
-9.036827516555787199e+00
-9.072620077803730254e+00
-9.108315522968768008e+00
-9.143914906680583599e+00
-9.179418333992360957e+00
-9.214825928211212158e+00
-9.250139735639095306e+00
-9.285358954966067557e+00
-9.320484726876019366e+00
-9.355518219992518425e+00
-9.390458739548922296e+00
-9.425308507680892234e+00
-9.460067916288972256e+00
-9.494738414138554461e+00
-9.529320641234518163e+00
-9.563815436512230761e+00
-9.598226797208189609e+00
-9.632554382458328845e+00
-9.666802320256829617e+00
-9.700973827205597644e+00
-9.735075592435896041e+00
-9.769113871082662826e+00
-9.803099521622060664e+00
-9.837051130272447708e+00
-9.870988027378917451e+00
-9.904933010973037355e+00
-9.938893744908273931e+00
-9.972864761203528161e+00
-1.000682691410183978e+01
-1.004076144993305242e+01
-1.007465097829699552e+01
-1.010848689749836993e+01
-1.014226158224046159e+01
-1.017596903033554590e+01
-1.020960871428251160e+01
-1.024317735470831359e+01
-1.027667618170380592e+01
-1.031010401621460915e+01
-1.034345999136567151e+01
-1.037674535959959066e+01
-1.040995866209268605e+01
-1.044310236573219264e+01
-1.047617710530757940e+01
-1.050918167345225918e+01
-1.054211775995790923e+01
-1.057498614490032196e+01
-1.060778667144477438e+01
-1.064052111469209194e+01
-1.067319031618535519e+01
-1.070579417273402179e+01
-1.073833450302481651e+01
-1.077081122025847471e+01
-1.080322520658373797e+01
-1.083557829894125568e+01
-1.086787043251097273e+01
-1.090010250322520768e+01
-1.093227635957300770e+01
-1.096439195126295019e+01
-1.099645017683506154e+01
-1.102845290191471506e+01
-1.106040102913975609e+01
-1.109229356162249935e+01
-1.112413331866264343e+01
-1.115592025779187679e+01
-1.118765624649822676e+01
-1.121934124492108786e+01
-1.125097712203860212e+01
-1.128256479576230120e+01
-1.131410422958433593e+01
-1.134559729285538232e+01
-1.137704490348696673e+01
-1.140844798646867275e+01
-1.143980650119483400e+01
-1.147112328223884248e+01
-1.150239829346537590e+01
-1.153363245353102684e+01
-1.156482764258980644e+01
-1.159598287418484652e+01
-1.162710097543895316e+01
-1.165818382874131132e+01
-1.168922853767871928e+01
-1.172023984566330945e+01
-1.175121676735579967e+01
-1.178216308727860451e+01
-1.181307496353983844e+01
-1.184395809099078178e+01
-1.187481053099036288e+01
-1.190563511624932325e+01
-1.193643182441592110e+01
-1.196720253042876614e+01
-1.199794720895588362e+01
-1.202866774350404633e+01
-1.205936505720019269e+01
-1.209003817103803158e+01
-1.212068992182612348e+01
-1.215132219120860135e+01
-1.218193495161831486e+01
-1.221252817846834660e+01
-1.224310470521449901e+01
-1.227366355992853642e+01
-1.230420853011310101e+01
-1.233473768085241318e+01
-1.236525385193526816e+01
-1.239575606137514185e+01
-1.242624810636043442e+01
-1.245672805570065833e+01
-1.248719969280064035e+01
-1.251766204833984375e+01
-1.254811700619757175e+01
-1.257856453917920625e+01
-1.260900558046996522e+01
-1.263944296538829803e+01
-1.266987477131187845e+01
-1.270030478425323928e+01
-1.273073298446834123e+01
-1.276115840002894330e+01
-1.279158386178314544e+01
-1.282201126292348015e+01
-1.285243867374956572e+01
-1.288286987952887941e+01
-1.291330296583473647e+01
-1.294374075978994298e+01
-1.297418324314057791e+01
-1.300463231019675625e+01
-1.303508793339133298e+01
-1.306555104739964079e+01
-1.309602258354425430e+01
-1.312650252804160189e+01
-1.315699466802179884e+01
-1.318749612532555915e+01
-1.321800974905490911e+01
-1.324853645823895931e+01
-1.327907529361546146e+01
-1.330962908677756751e+01
-1.334019877687096489e+01
-1.337078339532017779e+01
-1.340138386599719489e+01
-1.343200208805501461e+01
-1.346263804212212456e+01
-1.349329361021518636e+01
-1.352396782748401272e+01
-1.355466258227825271e+01
-1.358537880331277847e+01
-1.361611457653343749e+01
-1.364687369130551708e+01
-1.367765708863735163e+01
-1.370846283994615078e+01
-1.373929284065961909e+01
-1.377014802545309102e+01
-1.380102933160960710e+01
-1.383193674571812082e+01
-1.386287024803459644e+01
-1.389383268319070375e+01
-1.392482308857142925e+01
-1.395584048852324521e+01
-1.398688773252069950e+01
-1.401796576082706558e+01
-1.404907455444335973e+01
-1.408021219894289899e+01
-1.411138343885541069e+01
-1.414258636310696637e+01
-1.417382095381617546e+01
-1.420508910305797912e+01
-1.423639176227152348e+01
-1.426772795356809986e+01
-1.429909767024219036e+01
-1.433050471246242630e+01
-1.436194716766476631e+01
-1.439342406280338693e+01
-1.442493729777634215e+01
-1.445648877546191180e+01
-1.448807656839489866e+01
-1.451970353834331107e+01
-1.455136775895953249e+01
-1.458307018056511950e+01
-1.461481270231306517e+01
-1.464659340083599126e+01
-1.467841514013707638e+01
-1.471027695238590205e+01
-1.474217787645757127e+01
-1.477412077076733077e+01
-1.480610562562942611e+01
-1.483813052810728550e+01
-1.487019833512604272e+01
-1.490230808444321120e+01
-1.493445977941155434e+01
-1.496665435917675602e+01
-1.499889181964099372e+01
-1.503117312490940094e+01
-1.506349730044603419e+01
-1.509586626216769289e+01
-1.512827905267477036e+01
-1.516073661595582855e+01
-1.519323801063001156e+01
-1.522578417621552838e+01
-1.525837702378630745e+01
-1.529101273901760649e+01
-1.532369513735175204e+01
-1.535642326585948503e+01
-1.538919807970523834e+01
-1.542201671525836026e+01
-1.545488489791750908e+01
-1.548779786452651130e+01
-1.552075656875967979e+01
-1.555376387834548879e+01
-1.558681598007679092e+01
-1.561991669088602208e+01
-1.565306411162018918e+01
-1.568625919781625200e+01
-1.571950099989771843e+01
-1.575279143601655818e+01
-1.578612955324351930e+01
-1.581951440870761871e+01
-1.585294791571796047e+01
-1.588642912395298445e+01
-1.591995900161564492e+01
-1.595353755764663184e+01
-1.598716384023427928e+01
